FeatureType,FeatureLabel,FeatureID,OutputItem,Actual,Nominal,Deviation,UpperTol,LowerTol,PassFail
Circle,F1,1,Coord_X,0.001197,,,,,
Circle,F1,1,Coord_Y,79.991576,,,,,
Circle,F1,1,Coord_Z,0.063400,,,,,
Circle,F1,1,Diameter,0.179293,,,,,
Circle,F1,1,Radius,0.089647,,,,,
Circle,F1,1,Circularity,,,0.031771,,,
Circle,F2,2,Coord_X,69.270796,,,,,
Circle,F2,2,Coord_Y,40.011528,,,,,
Circle,F2,2,Coord_Z,0.162200,,,,,
Circle,F2,2,Diameter,0.181340,,,,,
Circle,F2,2,Radius,0.090670,,,,,
Circle,F2,2,Circularity,,,0.032689,,,
Circle,F3,3,Coord_X,69.268695,,,,,
Circle,F3,3,Coord_Y,-39.981977,,,,,
Circle,F3,3,Coord_Z,0.040000,,,,,
Circle,F3,3,Diameter,0.174013,,,,,
Circle,F3,3,Radius,0.087006,,,,,
Circle,F3,3,Circularity,,,0.024825,,,
Circle,F4,4,Coord_X,-0.003373,,,,,
Circle,F4,4,Coord_Y,-79.990920,,,,,
Circle,F4,4,Coord_Z,-0.015800,,,,,
Circle,F4,4,Diameter,0.119449,,,,,
Circle,F4,4,Radius,0.059724,,,,,
Circle,F4,4,Circularity,,,0.015579,,,
Circle,F5,5,Coord_X,-69.271004,,,,,
Circle,F5,5,Coord_Y,-39.999531,,,,,
Circle,F5,5,Coord_Z,0.115600,,,,,
Circle,F5,5,Diameter,0.176839,,,,,
Circle,F5,5,Radius,0.088420,,,,,
Circle,F5,5,Circularity,,,0.039714,,,
Circle,F6,6,Coord_X,-69.321606,,,,,
Circle,F6,6,Coord_Y,39.953437,,,,,
Circle,F6,6,Coord_Z,0.201100,,,,,
Circle,F6,6,Diameter,0.277668,,,,,
Circle,F6,6,Radius,0.138834,,,,,
Circle,F6,6,Circularity,,,0.025091,,,
Circle,F7,7,Coord_X,46.077916,,,,,
Circle,F7,7,Coord_Y,79.828701,,,,,
Circle,F7,7,Coord_Z,0.130700,,,,,
Circle,F7,7,Diameter,0.177182,,,,,
Circle,F7,7,Radius,0.088591,,,,,
Circle,F7,7,Circularity,,,0.031849,,,
Circle,F8,8,Coord_X,92.133397,,,,,
Circle,F8,8,Coord_Y,0.020759,,,,,
Circle,F8,8,Coord_Z,0.172600,,,,,
Circle,F8,8,Diameter,0.181328,,,,,
Circle,F8,8,Radius,0.090664,,,,,
Circle,F8,8,Circularity,,,0.069827,,,
Circle,F9,9,Coord_X,46.083300,,,,,
Circle,F9,9,Coord_Y,-79.828407,,,,,
Circle,F9,9,Coord_Z,-0.049800,,,,,
Circle,F9,9,Diameter,0.179526,,,,,
Circle,F9,9,Radius,0.089763,,,,,
Circle,F9,9,Circularity,,,0.009903,,,
Circle,F10,10,Coord_X,-46.064195,,,,,
Circle,F10,10,Coord_Y,-79.847491,,,,,
Circle,F10,10,Coord_Z,0.014400,,,,,
Circle,F10,10,Diameter,0.177873,,,,,
Circle,F10,10,Radius,0.088937,,,,,
Circle,F10,10,Circularity,,,0.011494,,,
Circle,F11,11,Coord_X,-92.157837,,,,,
Circle,F11,11,Coord_Y,-0.004723,,,,,
Circle,F11,11,Coord_Z,0.152600,,,,,
Circle,F11,11,Diameter,0.172730,,,,,
Circle,F11,11,Radius,0.086365,,,,,
Circle,F11,11,Circularity,,,0.009555,,,
Circle,F12,12,Coord_X,-46.076239,,,,,
Circle,F12,12,Coord_Y,79.795189,,,,,
Circle,F12,12,Coord_Z,0.298300,,,,,
Circle,F12,12,Diameter,0.149051,,,,,
Circle,F12,12,Radius,0.074526,,,,,
Circle,F12,12,Circularity,,,0.008346,,,
Circle,F13,13,Coord_X,50.865008,,,,,
Circle,F13,13,Coord_Y,77.719385,,,,,
Circle,F13,13,Coord_Z,0.032600,,,,,
Circle,F13,13,Diameter,0.244431,,,,,
Circle,F13,13,Radius,0.122216,,,,,
Circle,F13,13,Circularity,,,0.016197,,,
Circle,F14,14,Coord_X,92.725373,,,,,
Circle,F14,14,Coord_Y,5.279399,,,,,
Circle,F14,14,Coord_Z,0.140100,,,,,
Circle,F14,14,Diameter,0.233579,,,,,
Circle,F14,14,Radius,0.116790,,,,,
